Unnamed: 0,주소,도로명,Unnamed: 3,건축년도,건축구조,전용면적,건축면적,면적,대지면적(제곱미터)
314,부산광역시 해운대구 반송동 250-1205,아랫반송로60번길 49-11,다세대,1992,벽돌구조,35.32,43.56,174.24,50.0
315,부산광역시 해운대구 반송동 250-1192,아랫반송로60번길 49-8,단독주택,1973,블록구조,,32.31,32.31,50.0
316,부산광역시 해운대구 반송동 250-1243,아랫반송로60번길 37-12,단독주택,1985,블록구조,,40.97,40.97,66.0
317,부산광역시 해운대구 반송동 250-1269,아랫반송로60번길 31-16,다가구주택,2001,기타조적구조,,44.22,120.36,50.0
318,부산광역시 해운대구 반송동 250-1816,아랫반송로70번길 5-4,단독주택,1983,블록구조,,33.51,62.4,50.0
319,부산광역시 해운대구 반송동 250-1152,아랫반송로50번길 75-3,단독주택,1985,블록구조,,54.0,54.0,304.0
320,부산광역시 해운대구 반송동 744-126,아랫반송로30번길 146-6,단독주택,2001,철근콘크리트구조,,37.26,74.52,42.0
321,부산광역시 해운대구 반송동 250-2373,아랫반송로60번길 19-13,다가구주택,1991,벽돌구조,,35.84,107.52,43.0
322,부산광역시 해운대구 반송동 744-118,아랫반송로30번길 146-10,다가구주택,1991,벽돌구조,,24.19,72.57,28.0
323,부산광역시 해운대구 반송동 250-1040,아랫반송로50번길 37-24,단독주택,1970,블록구조,,22.31,22.31,50.0
324,부산광역시 해운대구 반송동 250-1038,아랫반송로50번길 43-25,단독주택,1976,블록구조,,33.42,33.42,50.0
325,부산광역시 해운대구 반송동 250-1307,아랫반송로60번길 27,단독주택,1985,블록구조,,45.44,45.44,50.0
326,부산광역시 해운대구 반송동 250-1483,아랫반송로59번길 18-26,단독주택,1978,블록구조,,37.2,37.2,46.0
327,부산광역시 해운대구 반송동 744-234,아랫반송로30번길 127-6,다세대,1995,기타조적구조,31.95,71.82,287.28,81.0
328,부산광역시 해운대구 반송동 744-237,아랫반송로30번길 131-7,단독주택,1985,블록구조,,28.49,28.49,78.0
329,부산광역시 해운대구 반송동 250-1650,아랫반송로69번길 30-5,단독주택,1979,시멘트블럭조,,0.0,36.0,46.0
330,부산광역시 해운대구 반송동 250-1489,아랫반송로59번길 24-26,단독주택,1977,블록구조,,34.61,34.61,46.0
331,부산광역시 해운대구 반송동 250-954,아랫반송로50번길 25-17,단독주택,1979,블록구조,,29.2,29.2,40.0
332,부산광역시 해운대구 반송동 250-1534,아랫반송로59번길 24-25,단독주택,1980,블록구조,,29.74,29.74,46.0
333,부산광역시 해운대구 반송동 250-1013,아랫반송로50번길 37-5,단독주택,1971,블록구조,,42.98,42.98,50.0
334,부산광역시 해운대구 반송동 250-975,아랫반송로50번길 31-7,단독주택,1984,블록구조,,42.9,42.9,50.0
335,부산광역시 해운대구 반송동 250-1500,아랫반송로59번길 24-16,단독주택,1974,블록구조,,39.78,39.78,46.0
336,부산광역시 해운대구 반송동 250-1501,아랫반송로59번길 24-14,다가구주택,1977,기타조적구조,,41.28,116.88,46.0
337,부산광역시 해운대구 반송동 250-1522,아랫반송로59번길 24-13,단독주택,1979,블록구조,,31.0,31.0,46.0
338,부산광역시 해운대구 반송동 250-582,아랫반송로40번길 31-21,다세대,1999,철근콘크리트구조,38.15,87.1,348.4,100.0
339,부산광역시 해운대구 반송동 250-1566,아랫반송로59번길 38-5,다세대,1992,기타조적구조,34.87,40.26,170.94,46.0
340,부산광역시 해운대구 반송동 250-501,아랫반송로40번길 11-21,단독주택,1980,블록구조,,29.39,54.55,41.0
341,부산광역시 해운대구 반송동 250-1615,아랫반송로59번길 50-9,단독주택,1977,시멘트블럭조,,0.0,43.67,99.0
342,부산광역시 해운대구 반송동 250-704,아랫반송로49번길 38-19,단독주택,1977,블록구조,,38.94,38.94,50.0
343,부산광역시 해운대구 반송동 250-683,아랫반송로49번길 42-11,단독주택,1979,블록구조,,36.8,36.8,50.0
344,부산광역시 해운대구 반송동 250-73,아랫반송로30번길 31-8,단독주택,1977,블록구조,,46.24,46.24,50.0
345,부산광역시 해운대구 반송동 250-388,아랫반송로39번길 24-20,단독주택,1974,블록구조,,30.98,30.98,50.0
346,부산광역시 해운대구 반송동 744-69,반송로790번길 26-1,단독주택,1974,블록구조,,59.32,59.32,99.0
347,부산광역시 해운대구 반송동 250-384,아랫반송로39번길 24-16,단독주택,1977,블록구조,,33.0,33.0,50.0
348,부산광역시 해운대구 반송동 250-376,아랫반송로39번길 24-8,다세대,1992,철근콘크리트구조,46.2,89.7,350.26,100.0
349,부산광역시 해운대구 반송동 250-32,아랫반송로30번길 26-4,단독주택,1977,벽돌구조,,33.6,33.6,40.0
350,부산광역시 해운대구 반송동 744-61,아랫반송로6번길 17-15,단독주택,1973,블록구조,,45.28,45.28,106.0
351,부산광역시 해운대구 반송동 254-9,아랫반송로21번길 6-35,단독주택,1977,블록구조,,33.88,33.88,51.0
352,부산광역시 해운대구 반송동 257-92,아랫반송로21번길 24-25,단독주택,1970,블록구조,,42.98,42.98,50.0
353,부산광역시 해운대구 반송동 257-41,아랫반송로21번길 42-12,다세대,1992,철근콘크리트구조,35.54,94.52,378.08,106.0
354,부산광역시 해운대구 반송동 683-12,반송로 827,아파트,1985,철근콘크리트구조,66.24,1071.27,4460.46,7116.0
355,부산광역시 해운대구 반송동 803-38,아랫반송로21번길 88-22,다세대,1999,철근콘크리트구조,25.22,29.92,119.68,35.0
356,부산광역시 해운대구 반송동 275-525,아랫반송로21번길 88-17,단독주택,1970,블록구조,,29.93,54.94,50.0
357,부산광역시 해운대구 반송동 275-443,아랫반송로21번길 87-14,단독주택,1978,블록구조,,46.24,46.24,50.0
358,부산광역시 해운대구 반송동 275-573,아랫반송로21번길 120-20,단독주택,1986,시멘트벽돌조,,0.0,190.0,50.0
359,부산광역시 해운대구 반송동 275-606,반송순환로 213,다세대,1995,기타조적구조,37.35,92.15,356.64,103.0
360,부산광역시 해운대구 반송동 275-686,아랫반송로21번길 156-10,다가구주택,1977,블록구조,,38.98,38.98,53.0
361,부산광역시 해운대구 반송동 275-19,아랫반송로5번길 190-8,단독주택,1976,블록구조,,40.99,40.99,50.0
362,부산광역시 해운대구 반송동 216-102,윗반송로51번길 31-19,단독주택,1977,블록구조,,25.56,43.21,36.0
363,부산광역시 해운대구 반송동 311-237,윗반송로13번길 47-12,단독주택,1976,블록구조,,21.16,21.16,33.0
364,부산광역시 해운대구 반송동 311-100,윗반송로13번길 51-13,다가구주택,1992,벽돌구조,,28.56,85.68,33.0
365,부산광역시 해운대구 반송동 216-48,윗반송로51번길 37-16,단독주택,1985,블록구조,,25.88,47.94,32.0
366,부산광역시 해운대구 반송동 216-62,윗반송로51번길 37-27,단독주택,1981,블록구조,,30.15,60.3,36.0
367,부산광역시 해운대구 반송동 216-291,윗반송로51번길 43-6,단독주택,1996,벽돌구조,,28.61,37.47,33.0
368,부산광역시 해운대구 반송동 311-40,윗반송로31번길 21-3,단독주택,1980,블록구조,,22.48,22.48,36.0
369,부산광역시 해운대구 반송동 311-38,윗반송로31번길 21-7,단독주택,1974,블록구조,,31.74,31.74,36.0
370,부산광역시 해운대구 반송동 93,신반송로 194,아파트,1988,철근콘크리트구조,43.97,1867.98,10011.9,7710.0
371,부산광역시 해운대구 반송동 311-36,윗반송로31번길 21-11,단독주택,1985,블록구조,,31.0,31.0,36.0
372,부산광역시 해운대구 반송동 311-27,윗반송로31번길 21-6,단독주택,1977,블록구조,,29.9,29.9,30.0
373,부산광역시 해운대구 반송동 311-21,윗반송로31번길 27-9,단독주택,1973,시멘트블럭조,,0.0,33.0,36.0
374,부산광역시 해운대구 반송동 311-10,윗반송로31번길 27-8,단독주택,1985,블록구조,,25.9,25.9,13.0
375,부산광역시 해운대구 반송동 324-8,반송로916번길 46-1,단독주택,1977,블록구조,,81.97,81.97,136.0
376,부산광역시 해운대구 반송동 311-17,윗반송로31번길 27-15,다가구주택,1985,블록구조,,24.16,24.16,36.0
377,부산광역시 해운대구 반송동 214-11,윗반송로51번길 53-21,단독주택,1985,블록구조,,22.19,22.19,33.0
378,부산광역시 해운대구 반송동 324-17,반송로892번길 34-4,단독주택,1976,블록구조,,70.0,70.0,132.0
379,부산광역시 해운대구 반송동 62-552,윗반송로51번길 72-21,단독주택,1980,블록구조,,21.23,37.86,33.0
380,부산광역시 해운대구 반송동 62-528,윗반송로51번길 78-18,단독주택,1969,블록구조,,30.41,30.41,36.0
381,부산광역시 해운대구 반송동 356-6,반송로892번길 17-4,단독주택,1978,블록구조,,55.46,55.46,93.0
382,부산광역시 해운대구 반송동 62-527,윗반송로51번길 78-16,단독주택,1992,기타조적구조,,31.57,109.06,36.0
383,부산광역시 해운대구 반송동 62-519,윗반송로51번길 78-21,다가구주택,1985,블록구조,,23.89,44.26,30.0
384,부산광역시 해운대구 반송동 62-520,윗반송로51번길 78-19,단독주택,1977,블록구조,,24.2,24.2,32.0
385,부산광역시 해운대구 반송동 360-14,반송로892번길 17-7,다가구주택,1980,블록구조,,56.21,99.96,110.0
386,부산광역시 해운대구 반송동 40-1122,윗반송로51번길 65-25,단독주택,1982,블록구조,,36.01,59.4,52.0
387,부산광역시 해운대구 반송동 40-1107,윗반송로51번길 65-18,단독주택,1977,블록구조,,47.6,47.6,53.0
388,부산광역시 해운대구 반송동 328-16,윗반송로31번길 45-12,단독주택,1978,블록구조,,30.24,30.24,31.0
389,부산광역시 해운대구 반송동 40-1100,윗반송로51번길 65-26,단독주택,1978,블록구조,,49.6,92.6,102.0
390,부산광역시 해운대구 반송동 93-6,신반송로 194,아파트,1990,철근콘크리트구조,55.745,703.03,3282.26,9218.0
391,부산광역시 해운대구 반송동 93-6,신반송로 194,아파트,1990,철근콘크리트구조,55.745,827.0,3455.71,9218.0
392,부산광역시 해운대구 반송동 93-6,신반송로 194,아파트,1990,철근콘크리트구조,55.745,827.0,3455.71,9218.0
393,부산광역시 해운대구 반송동 93-6,신반송로 194,아파트,1990,철근콘크리트구조,55.745,703.03,3282.26,9218.0
394,부산광역시 해운대구 반송동 62-412,윗반송로51번길 104-38,다가구주택,1977,블록구조,,24.94,24.94,36.0
395,부산광역시 해운대구 반송동 646-8,반송로867번길 33-9,단독주택,1983,블록구조,,46.54,76.78,109.0
396,부산광역시 해운대구 반송동 327-6,윗반송로31번길 57-6,단독주택,1977,블록구조,,27.0,27.0,47.0
397,부산광역시 해운대구 반송동 40-754,윗반송로51번길 92-9,단독주택,1980,블록구조,,22.59,44.18,33.0
398,부산광역시 해운대구 반송동 40-743,윗반송로51번길 98-14,다가구주택,1981,블록구조,,23.1,23.1,36.0
399,부산광역시 해운대구 반송동 62-429,윗반송로51번길 98-19,단독주택,1985,블록구조,,18.63,18.63,32.0
400,부산광역시 해운대구 반송동 40-690,윗반송로51번길 91-17,단독주택,1995,기타조적구조,,29.25,87.75,33.0
401,부산광역시 해운대구 반송동 22-126,윗반송로31번길 63-14,단독주택,1973,블록구조,,40.0,68.1,69.0
402,부산광역시 해운대구 반송동 40-733,윗반송로51번길 104-6,단독주택,1981,블록구조,,34.71,34.71,35.0
403,부산광역시 해운대구 반송동 62-323,윗반송로51번길 116-32,다가구주택,1977,블록구조,,53.0,53.0,36.0
404,부산광역시 해운대구 반송동 40-632,윗반송로51번길 95-16,단독주택,1994,기타조적구조,,29.82,101.64,34.0
405,부산광역시 해운대구 반송동 40-599,윗반송로51번길 101-11,단독주택,1977,블록구조,,29.04,29.04,36.0
406,부산광역시 해운대구 반송동 331-12,반송로916번길 20,단독주택,1977,블록구조,,70.32,70.32,133.0
407,부산광역시 해운대구 반송동 62-317,윗반송로51번길 116-22,단독주택,1973,블록구조,,32.73,32.73,34.0
408,부산광역시 해운대구 반송동 40-604,윗반송로51번길 101-21,단독주택,1978,블록구조,,23.14,41.0,36.0
409,부산광역시 해운대구 반송동 62-276,윗반송로51번길 122-26,단독주택,1971,블록구조,,18.84,18.84,36.0
410,부산광역시 해운대구 반송동 332-23,반송로916번길 14-1,단독주택,1979,블록구조,,61.68,61.68,137.0
411,부산광역시 해운대구 반송동 62-255,윗반송로51번길 122-7,단독주택,1981,블록구조,,18.68,18.68,31.0
412,부산광역시 해운대구 반송동 40-510,윗반송로51번길 117-8,단독주택,1972,블록구조,,27.15,27.15,36.0
413,부산광역시 해운대구 반송동 384-7,반송로901번길 10-3,단독주택,1977,블록구조,,55.36,55.36,102.0
414,부산광역시 해운대구 반송동 641-5,운봉길 83-5,단독주택,1986,벽돌구조,,58.68,58.68,163.0
415,부산광역시 해운대구 반송동 40-475,윗반송로51번길 123-11,단독주택,1977,블록구조,,24.1,24.1,36.0
416,부산광역시 해운대구 반송동 62-187,윗반송로51번길 136-27,단독주택,1979,블록구조,,19.84,39.0,33.0
417,부산광역시 해운대구 반송동 73-9,윗반송로 91,다가구주택,1978,블록구조,,28.99,54.0,34.0
418,부산광역시 해운대구 반송동 73-10,윗반송로51번길 142-30,단독주택,1978,블록구조,,25.99,45.0,30.0
419,부산광역시 해운대구 반송동 40-502,윗반송로51번길 117-24,단독주택,1981,블록구조,,22.35,42.12,33.0
420,부산광역시 해운대구 반송동 40-467,윗반송로51번길 123-10,단독주택,1969,시멘트블럭조,,0.0,54.4,30.0
421,부산광역시 해운대구 반송동 62-152,윗반송로51번길 142-29,단독주택,1980,블록구조,,28.1,44.64,45.0
422,부산광역시 해운대구 반송동 40-481,윗반송로51번길 123-23,단독주택,1982,블록구조,,27.57,39.54,36.0
423,부산광역시 해운대구 반송동 62-153,윗반송로51번길 142-27,단독주택,1980,블록구조,,22.64,41.8,34.0
424,부산광역시 해운대구 반송동 40-482,윗반송로51번길 123-25,단독주택,1978,블록구조,,25.7,25.7,33.0
425,부산광역시 해운대구 반송동 40-463,윗반송로51번길 123-18,단독주택,1984,블록구조,,24.76,49.16,32.0
426,부산광역시 해운대구 반송동 62-156,윗반송로51번길 142-21,단독주택,1985,블록구조,,22.77,22.77,31.0
427,부산광역시 해운대구 반송동 40-460,윗반송로51번길 123-24,단독주택,1977,블록구조,,23.75,23.75,36.0
428,부산광역시 해운대구 반송동 40-424,윗반송로51번길 127-22,단독주택,1985,블록구조,,25.85,48.15,29.0
429,부산광역시 해운대구 반송동 40-450,윗반송로35번길 126,단독주택,1978,시멘트블럭조,,0.0,85.05,36.0
430,부산광역시 해운대구 반송동 40-367,윗반송로51번길 141-13,단독주택,1977,블록구조,,26.04,26.04,36.0
431,부산광역시 해운대구 반송동 62-129,윗반송로51번길 146-7,단독주택,1982,블록구조,,31.74,63.48,36.0
432,부산광역시 해운대구 반송동 22-11,윗반송로31번길 119-5,단독주택,1977,블록구조,,32.85,32.85,33.0
433,부산광역시 해운대구 반송동 62-127,윗반송로51번길 152-12,단독주택,1976,블록구조,,17.52,17.52,36.0
434,부산광역시 해운대구 반송동 22-12,윗반송로31번길 119-7,단독주택,1977,블록구조,,27.44,27.44,33.0
435,부산광역시 해운대구 반송동 18-32,윗반송로31번길 119-13,다세대,1996,철근콘크리트구조,48.14,58.48,233.92,68.0
436,부산광역시 해운대구 반송동 40-374,윗반송로51번길 141-25,단독주택,1977,블록구조,,21.05,21.05,36.0
437,부산광역시 해운대구 반송동 15-62,윗반송로31번길 119-17,단독주택,1984,블록구조,,24.58,46.99,37.0
438,부산광역시 해운대구 반송동 40-329,윗반송로51번길 145-18,단독주택,1978,블록구조,,23.8,34.0,34.0
439,부산광역시 해운대구 반송동 40-271,윗반송로51번길 157-9,다가구주택,1978,블록구조,,24.08,24.08,31.0
440,부산광역시 해운대구 반송동 62-46,윗반송로51번길 166-15,다가구주택,1993,기타조적구조,,29.7,89.1,34.0
441,부산광역시 해운대구 반송동 62-44,윗반송로51번길 170-18,다가구주택,2004,벽돌구조,,59.8,146.28,71.0
442,부산광역시 해운대구 반송동 62-37,윗반송로51번길 170-10,단독주택,1979,시멘트블럭조,,0.0,23.8,33.0
443,부산광역시 해운대구 반송동 62-36,윗반송로51번길 170-8,단독주택,1979,블록구조,,22.15,42.6,36.0
444,부산광역시 해운대구 반송동 40-280,윗반송로51번길 157-25,단독주택,1977,블록구조,,30.15,30.15,34.0
445,부산광역시 해운대구 반송동 62-22,윗반송로51번길 170-9,단독주택,1979,기타조적구조,,29.4,58.8,33.0
446,부산광역시 해운대구 반송동 40-290,윗반송로51번길 151-34,단독주택,1980,블록구조,,54.61,103.3,33.0
447,부산광역시 해운대구 반송동 40-241,윗반송로51번길 165-15,다가구주택,1978,블록구조,,23.0,23.0,33.0
448,부산광역시 해운대구 반송동 40-242,윗반송로51번길 165-17,단독주택,1982,시멘트블럭조,,0.0,44.84,33.0
449,부산광역시 해운대구 반송동 59-50,반송로948번길 39,단독주택,1980,블록구조,,31.14,52.54,36.0
450,부산광역시 해운대구 반송동 40-211,윗반송로51번길 169-15,단독주택,1978,블록구조,,26.7,26.7,34.0
451,부산광역시 해운대구 반송동 7-215,윗반송로51번길 177,단독주택,1991,벽돌구조,,96.6,434.7,110.0
452,부산광역시 해운대구 반송동 59-24,윗반송로51번길 194-28,다세대,1998,철근콘크리트구조,40.03,54.61,198.32,58.13
453,부산광역시 해운대구 반송동 757-102,윗반송로51번길 188-15,단독주택,1970,블록구조,,31.74,31.74,37.0
454,부산광역시 해운대구 반송동 40-145,반송로948번길 25,단독주택,1979,블록구조,,57.85,103.6,76.0
455,부산광역시 해운대구 반송동 7-193,윗반송로51번길 187-10,다세대,1995,기타조적구조,41.88,93.84,375.36,111.0
456,부산광역시 해운대구 반송동 40-137,반송로948번길 15-1,단독주택,1976,블록구조,,24.13,24.13,36.0
457,부산광역시 해운대구 반송동 7-149,윗반송로51번길 200-13,단독주택,1977,시멘트블럭조,,0.0,48.5,72.0
458,부산광역시 해운대구 반송동 7-150,윗반송로51번길 200-9,단독주택,1987,블록구조,,21.82,21.82,40.0
459,부산광역시 해운대구 반송동 54-59,윗반송로51번길 218-34,단독주택,1985,블록구조,,24.85,24.85,53.0
460,부산광역시 해운대구 반송동 54-57,윗반송로51번길 218-30,다세대,1997,철근콘크리트구조,52.64,62.3,249.2,74.0
461,부산광역시 해운대구 반송동 40-76,윗반송로51번길 193-24,단독주택,1976,블록구조,,23.47,23.47,36.0
462,부산광역시 해운대구 반송동 54-44,윗반송로51번길 218-25,단독주택,1976,블록구조,,35.7,57.12,37.0
463,부산광역시 해운대구 반송동 7-106,윗반송로51번길 212-9,단독주택,1977,블록구조,,23.2,39.06,36.0
464,부산광역시 해운대구 반송동 40-48,윗반송로51번길 199-22,단독주택,1980,시멘트블럭조,,0.0,20.94,36.0
465,부산광역시 해운대구 반송동 7-79,윗반송로51번길 218-11,단독주택,1976,블록구조,,22.6,22.6,40.0
466,부산광역시 해운대구 반송동 7-76,윗반송로51번길 224-14,단독주택,1978,시멘트블럭조,,0.0,26.4,37.0
467,부산광역시 해운대구 반송동 7-85,윗반송로51번길 217-6,단독주택,1977,시멘트블럭조,,0.0,56.1,36.0
468,부산광역시 해운대구 반송동 7-57,윗반송로51번길 224-9,단독주택,1978,블록구조,,24.76,24.76,40.0
469,부산광역시 해운대구 반송동 40-13,윗반송로51번길 217-13,단독주택,1980,시멘트블럭조,,0.0,48.4,31.0
470,부산광역시 해운대구 반송동 7-59,윗반송로51번길 226,다가구주택,1977,블록구조,,68.6,126.13,69.0
471,부산광역시 해운대구 반송동 40-5,윗반송로51번길 217-16,단독주택,1977,블록구조,,29.48,29.48,38.0
472,부산광역시 해운대구 반송동 54-6,윗반송로51번길 236-16,단독주택,1977,블록구조,,33.0,57.99,48.0
473,부산광역시 해운대구 반송동 40-9,윗반송로51번길 217-18,단독주택,1980,블록구조,,24.76,48.54,36.0
474,부산광역시 해운대구 반송동 6-155,윗반송로51번길 223-19,다가구주택,1994,기타조적구조,,31.02,93.06,40.0
475,부산광역시 해운대구 반송동 6-141,윗반송로51번길 223-18,단독주택,1980,블록구조,,24.86,49.72,37.0
476,부산광역시 해운대구 반송동 6-146,윗반송로51번길 223-28,단독주택,1978,블록구조,,21.0,21.0,37.0
477,부산광역시 해운대구 반송동 7-7,윗반송로51번길 248-6,단독주택,1971,블록구조,,33.77,33.77,29.0
478,부산광역시 해운대구 반송동 566,운봉길186번길 28-4,단독주택,1941,일반목구조,,39.67,39.67,215.0
479,부산광역시 해운대구 반송동 549-1,운봉길186번길 56,단독주택,1981,기타조적구조,,179.42,179.42,976.0
